Query,Brand,Attributes,Product_type
agaro hot water bag,Agaro,[],hot water bag
party smart capsules,,"['party', 'smart']",capsules
black head remover strips,,['black'],head remover strips
dr oetker funfoods,Dr. Oetker Fun Foods,[],
a2 gir cow ghee,Red Cow,"['a2', 'gir', 'cow']",ghee
mag ni dal,SU MAG,[],dal
i phone 16 pro max,Apple,[],i phone
ritebite max protein chips,Max Protein,"['ritebite', 'max', 'protein', 'chips']",
peri peri banana chips,Chips Ahoy,['peri peri'],banana chips
zandu ayurvedic tooth paste,,['ayurvedic'],tooth paste
cookie and cream,CookieMan,['cookie and cream'],
iphone 15 plus case,,[],case
haldiram's dal makhani,Haldiram's,['dal makhani'],
doctor choice protein oats,Dr. Oetker Fun Foods,"['doctor choice', 'protein']",oats
himalaya baby care,Himalaya,[],baby care
bike chain spray,Ocean Spray,[],chain spray
black eyed pea,Eye,['black'],eyed pea
ice cream cone chocolate,Hocco Ice Creams,['chocolate'],ice cream cone
mustard oil dalda,Dalda,['mustard'],oil
orange sweet potato,Mister Potato Crisps,['orange'],sweet potato
baby bottle brush,,[],bottle brush
big teddy bear,Teddyy,['big'],teddy bear
suthol antiseptic liquid,Suthol,['antiseptic'],liquid
earphone c type,Sennheiser,['c type'],earphone
stayfree pads regular,Stayfree,['regular'],pads
jockey girls' innerwear,jockey,"[""girls'""]",innerwear
aachi idli podi,Aachi,[],idli podi
sugar free peanut butter,Sugar Free,['sugar free'],peanut butter
venkys chicken kheema,Venky's,"['chicken', 'kheema']",
alphonso mango juice,Mango,['alphonso'],mango juice
desi farms curd,Desi Farms,[],curd
visible white purple,Purple Tails,"['visible', 'white', 'purple']",
veerabhadra curd chillies,Veerabhadra,"['curd', 'chillies']",
daily good elachi,Daily Good,['elachi'],
peach milk moisturizer,Fruit Treat,"['peach', 'milk', 'moisturizer']",
micellar cleansing water,,[],cleansing water
act ii butter,Act II,['butter'],
wishcare rose water,WishCare,['rose water'],
organic puffed rice,Cuppa Rice,['organic'],puffed rice
jac body oil,Jakmac,[],body oil
clear mineral water,Clear,[],mineral water
paan raas flavour,Nu Taste,"['paan raas', 'flavour']",
dry fruit cake,Shree Ganesh Dry Fruits,"['dry', 'fruit']",cake
lip balm for kids,Lipicure,['for kids'],lip balm
fena detergent powder,Fena,[],detergent powder
aux to type c,Auxerg,[],aux to type c
thums up chilled,Thums Up,['chilled'],
sarso hair oil,Bio Oil,[],hair oil
lotus herbals face wash,Lotus Herbals,[],face wash
vijaya deepam oil,Vijaya oil,[],oil
whole chicken leg,Porna Chicken,"['whole', 'chicken', 'leg']",chicken
american nuts icecream,Delight Nuts,['american'],icecream
fortune ka tel,Fortune,[],tel
cotton track pant,Pantene,['cotton'],track pant
pain relief cream,Babygesic,['pain relief'],cream
cold coffee powder,Coffee Mate,['cold'],coffee powder
sugar free red bull,Red Bull,"['sugar free', 'red']",
cashew nuts 500g,Nutribullet,['500g'],cashew nuts
daily good till,Daily Good,[],
9 volt battery,,['9 volt'],battery
suhana garam masala,Suhana,[],garam masala
boroplus face gel,BoroPlus,['face gel'],
cow desi ghee,Red Cow,"['cow', 'desi']",ghee
sanfe mehndi stencil,Sanfe,"['mehndi', 'stencil']",
full sleeve thermal,,['full sleeve'],thermal
surf excel 10,Surf Excel,['10'],
plastic broom stick,RATAN PLASTICWARE,['plastic'],broom stick
india gate 1kg,India Gate,['1kg'],
bags for kids,Hot Delivery Bag,['for kids'],bags
me o cat food,Me-O,[],cat food
bata casual shoes,Bata,[],casual shoes
tata black tea,Tata Tea Premium,['black'],tea
dry hair shampoo,Vip Natural Hair Colour Shampoo,['dry'],shampoo
godrej hair dye,Godrej,[],hair dye
new born baby gift,,"['new born', 'baby', 'gift']",
kiro lip oil,Kiro,[],lip oil
iphone 16 phone,Nokia,[],phone
pond's sun care,Pond's,['sun care'],
fortune kala chana,Fortune,['kala chana'],
lip balm spf,Lipicure,['spf'],lip balm
makeup brush cleaner,Makeup Revolution,[],cleaner
jimmy's cocktails mojito,Jimmy's Cocktails,['mojito'],cocktails
listerine cool mint,Listerine,"['cool', 'mint']",
everyuth facial peel,Everyuth,['facial peel'],
lotus face cream,Lotus Herbals,['face cream'],
ruchi palmolein oil,Bio Oil,['palmolein'],oil
cup noodles nissin,Nissin,[],cup noodles
dog adult food,Pedigree,['adult'],food
no show socks,Socksoho,[],socks
bags for girls,Hot Delivery Bag,['for girls'],bags
harry potter kinder jiy,Kinder Joy 2024,['harry potter'],
red hair color,Red,['red'],hair color
daiper m size,Daim,['m size'],daiper
ace blend coffee,Ace Blend,[],coffee
sunsilk black shine,Sunsilk,"['black', 'shine']",
angur tuver dal,Angur,[],tuver dal
center fresh candy,Center Fresh,[],candy
scotch brite gloves,Scotch-Brite,[],gloves
pet hair brush,Fur,[],brush
wonderchef nutri blend,Wonderchef,['nutri blend'],
kinder joy harry pitter,Kinder,[],
stainless steel pakkad-27cm,,"['stainless steel', '27cm']",pakkad
slurrp pancake mix,Slurrp Farm,[],pancake mix
sarso oil pansari,Pansari,[],oil
basmati rice dawat,Daawat,[],rice
kaju badam mix,Kapiva,"['kaju', 'badam']",mix
nycil body powder,Nycil,[],body powder
organic tattva peanuts,Organic Tattva,[],peanuts
thaayar idli batter,Thaayar,[],idli batter
fast card game,Cardepa,[],card game
school bag for girls,,['for girls'],school bag
bombay shaving company deo,BSC,[],deo
salted puffed rice,Masoori rice,['salted'],puffed rice
notebook 100 pages,,['100 pages'],notebook
5 kilo chini,,['5 kilo'],chini
crompton room heater,Crompton,[],room heater
mdh dhania powder,MDH,[],dhania powder
badam flavoured milk,Flavored Milk,['badam flavoured'],milk
freedom mustard oil,Freedom,[],mustard oil
clothes drying stand,,[],drying stand
dew fresh phenyl,Dew Fresh,[],phenyl
pansari rice flour,Pansari,[],rice flour
fair & lovely winter,Fair & Lovely,['winter'],fair & lovely
whole grain oats,Oatmlk,['whole grain'],oats
tulips wet wipes,Tulips,[],wet wipes
amul butter 200,Amul,['200'],butter
shampoo for kids,Vip Natural Hair Colour Shampoo,['for kids'],shampoo
real mix fruit,Dabur Real,"['mix', 'fruit']",
pepsi soft drink,Pepsi,[],soft drink
thakur prasad calendar,,[],calendar
16 amp plug,,['16 amp'],plug
dish washer liquid,Fortune Dishwasher,[],dish washer liquid
gloves for bike,,['for bike'],gloves
dabur castor oil,Dabur Cooking Oils,[],castor oil
garnier hair dye,Garnier,[],hair dye
men's body perfume,,"[""men's""]",body perfume
spinz bb powder,Spinz,[],bb powder
angur toor dal,Grocery Toor Dal,['angur'],toor dal
god father perfume,,[],perfume
cetaphil moisturizing lotion,Cetaphil,['moisturizing'],lotion
ghee milky mist,Milky Mist,[],ghee
himalaya hair conditioner,Himalaya,[],hair conditioner
soyabean refined oil,Bio Oil,"['soyabean', 'refined']",oil
india gate basmati rice 1kg,India Gate,['1kg'],basmati rice
kids fishing game,,['kids'],fishing game
slipper for men,,['for men'],slipper
tata sampann turmeric,Tata Sampann,[],turmeric
low fat yogurt,,['low fat'],yogurt
butter milk amul,Amul,[],butter milk
ortho vedic oil,Priya Oil,"['ortho', 'vedic']",oil
chupa chups jelly,Chupa Chups,[],jelly
yu instant noodles,Yu Foods,[],instant noodles
tur dal 1kg,Grocery Toor Dal,['1kg'],dal
the derma co face wash,The Derma Co,[],face wash
ready to drink coffee,Coffee Mate,['ready to drink'],coffee
all in one coffee,Coffee Mate,['all in one'],coffee
lip balm sugar,SUGAR Cosmetics,[],lip balm
mustard oil half litre,,"['mustard', 'half litre']",oil
hair curling iron,Iron,[],curling iron
swiss beauty eyebrow,Swiss Beauty,[],eyebrow
morphy richards trimmer,Morphy Richards,[],trimmer
roll on for men,Rollick,['for men'],roll on
buds & berries,Buds & Berries,[],
bru coffee sachet,Bru,[],coffee sachet
complan kesar badam,Complan,"['kesar', 'badam']",
harry potter kinder joy.,Kinder Joy 2024,[],
mdh rajma masala,MDH,['rajma masala'],
baby doll dress,,[],dress
green gram dal,Green Protein,"['green', 'gram']",dal
insight cosmetics eyeliner,Insight Cosmetics,[],eyeliner
lotus face scrub,Lotus Herbals,['face scrub'],
instax mini 12,Fujifilm,[],instax mini
twinings earl grey,Twinings,['earl grey'],
aabad cow ghee,Aabad,[],ghee
stainless steel mortar,,['stainless steel'],mortar
portronics selfie stick,Portronics,[],selfie stick
electric hot water bottle,,[],hot water bottle
real mixed fruit juice,Dabur Real,['mixed fruit'],juice
garnier night cream,Garnier,['night cream'],
double a battery,Panasonic Batteries,[],battery
henna for hair,Hair,['for hair'],henna
butterscotch ice cream tub,Hocco Ice Creams,['butterscotch'],ice cream tub
amul milk 1l,amul,['1l'],milk
little diaper l size,Littles Expert Baby Care,['l size'],diaper
orion snack rings,Orion,[],snack rings
pad thai noodles,Thai Kitchen,['pad thai'],noodles
id onion paratha,iD,[],paratha
unpolished green moong,Moon,"['unpolished', 'green']",moong
zouk laptop bag,Zouk,[],laptop bag
zepto cafe bread,Super Bread,[],bread
fabric conditioner pouch,,"['fabric', 'pouch']",conditioner
potato popped chips,Chip Chops,['potato'],popped chips
induction base cooker,,['induction base'],cooker
bella vita honey,Bella Vita Organic,['honey'],
cortina door curtain,Cortina,[],door curtain
gratitude journal kit,Gratitude Farms,[],journal kit
spin mop refill,,[],mop refill
milky mist greek,Milky Mist,['greek'],
himalaya body butter,Himalaya,[],body butter
sarso oil 5l,Gulab Oil,['5l'],oil
cold coffee nescafe,Nescafe,[],coffee
plum body butter,Plum,[],body butter
atogla baby lotion,Atogla,[],baby lotion
go desi paan,GO Desi,[],paan
roasted almond ice cream,Mercelys Ice Cream,"['roasted', 'almond']",ice cream
fruits fresh orange,Fruits,"['fresh', 'orange']",fruits
baby diaper nb,Nb,"['baby', 'nb']",diaper
makhana peri peri,Mr Makhana,['peri peri'],makhana
garnier cleansing water,Garnier,[],cleansing water
brown paper bag,Hot Delivery Bag,['brown'],paper bag
hot air blower,Air,[],blower
milky mist shrikhand,Milky Mist,[],shrikhand
kera coconut oil,Kera,[],coconut oil
aptamil stage 3,Aptamil,['stage 3'],
sea salt nachos,Salt,['sea salt'],nachos
classmate ball pen,Classmate,[],ball pen
slimjim rolling paper,Slimjim,[],rolling paper
surf excel liquid 1l,Surf Excel,['1l'],liquid
sunflower oil 15kg,,['15kg'],sunflower oil
stainless steel tiffin,Limetro Steel,['stainless steel'],tiffin
durex bubblegum condoms,Durex,['bubblegum'],condoms
acepack trolley bag,Hot Delivery Bag,[],trolley bag
bingo korean chips,Bingo!,['korean'],chips
tata tea powder,Tata Tea Agni,[],tea powder
balaji chaat chaska,Balaji,[],chaat
chocolate  box,The Belgian Chocolate,['chocolate'],box
pond's face scrub,Pond's,['face scrub'],
charmis hand cream,Charmis,[],hand cream
detergent powder wheel,Wheel,[],detergent powder
funskool rubik's cube,Funskool,[],rubik's cube
men's formal shirt,Soft Attire,"[""men's""]",formal shirt
strawberry face wash,The Natural Wash,['strawberry'],face wash
cookies gift pack,CookieMan,['gift pack'],cookies
cheese cubes amul,Amul,[],cheese cubes
sanfe body wash,Sanfe,[],body wash
dew fresh bathroom cleaner,Dew Fresh,[],bathroom cleaner
cookie cutter set,CookieMan,[],cookie cutter set
coconut oil parachute,Parachute,[],oil
britania fudge it,Britannia,[],fudge
school bag for kids,Hot Delivery Bag,['for kids'],school bag
desi ghee cow,Amul,"['desi', 'cow']",ghee
kabuli chana big,Chokhi Dhani,['big'],kabuli chana
microsdxc memory card,,[],memory card
hair color loreal,L'Oreal,[],hair color
the body shop shampoo,The Body Shop,[],shampoo
himalaya diaper rash cream,Himalaya,[],diaper rash cream
pain killer spray,Spraymintt,[],spray
pants for women,The Purani Jeans,['for women'],pants
garnier face care,Garnier,['face care'],
amul butter cube,Amul,[],butter cube
plix face serum,Plix The Plant Fix,['face'],serum
zip lock pouch,,[],pouch
birthday gift for kids,,"['birthday gift', 'for kids']",
monaco cheeslings classic,Parle,['classic'],cheeslings
pocket perfume women,,['women'],pocket perfume
s23 ultra cover,,"['s23', 'ultra', 'cover']",
apsara dark pencil,Apsara,['dark'],pencil
lal mirch kuti,Lal Qilla,"['lal mirch', 'kuti']",
tic tac clips,Tic Tac,[],clips
parle 20 20,Parle,"['20', '20']",
red velvet chocolate,The Belgian Chocolate,"['red', 'velvet', 'chocolate']",
electric egg boiler,Egg On Eggs,[],egg boiler
biscuit happy happy,Happynerve,[],biscuit
adjustable straps bra,,['adjustable straps'],bra
nail polish white,Nailrox,['white'],nail polish
richie gold oil,Goldmedal,"['richie', 'gold']",oil
nature good eggs,EGGOZ,[],eggs
mom dry fruits mix,MOM,"['dry fruits', 'mix']",
oreo silk chocolate,Oreo,"['oreo', 'silk', 'chocolate']",
jaap mala bag,Jalra,[],mala bag
santoor hand wash,Santoor,[],hand wash
mutton biryani masala,Sakthi Masala,"['mutton', 'biryani', 'masala']",
agaro air fryer,Agaro,[],air fryer
masoor ki dal,Masoor Dal,[],dal
wow skin science conditioner,WOW Skin Science,[],conditioner
india gate basmati rice super,India Gate,['super'],basmati rice
sparx boys shoes,Sparx,['boys'],shoes
sarson ka oil,Vijaya oil,['sarson'],oil
let's try chips,Chip Chops,[],chips
chuk de ajinomoto,Chuk De,[],
kiss me chocolate,The Belgian Chocolate,"['kiss me', 'chocolate']",
doms ball pen,Doms,[],ball pen
c to c charger,,[],charger
re'equil face sunscreen,Re'Equil,[],face sunscreen
flite men's slippers,Flite,"[""men's""]",slippers
ice cream matka,Mercelys Ice Cream,['ice cream'],matka
heavy duty gloves,,['heavy duty'],gloves
tirupati soyabean oil,Tirupati,['tirupati'],soyabean oil
wallet belt combo,Beltas,[],combo
silicon body scrubber,,['silicon'],body scrubber
jaya white eggs,Jaya,['white'],eggs
love beauty and planet conditioner,Love Beauty & Planet,[],conditioner
peanut butter sugar free,Sugar Free,['sugar free'],peanut butter
new born dress,,['new born'],dress
swiss beauty lip,Swiss Beauty,[],lip
coolberg peach beer,Coolberg,['peach'],beer
tata tea premium 1kg,Tata Tea Premium,['1kg'],tea
use and throw pen,Pentasure,['use and throw'],pen
floor cleaner liquid,Liquid,[],cleaner liquid
dead skin remover,Dabur Skin Care,"['dead skin', 'remover']",
zero sugar pepsi,Pepsi,['zero sugar'],
type c wired earphone,Sennheiser,"['type c', 'wired']",earphone
zepto cafe mousse,Zepto Cafe,[],mousse
mama earth face cream,Mamaearth,[],face cream
badam milk mix,Sangam Dairy,"['badam', 'milk', 'mix']",
sanitary pad nine,NIINE,[],sanitary pad
mosquito repellent machine,Classic Mosquito Net,[],mosquito repellent machine
bombay shaving foam,Bombay shaving Company,[],shaving foam
boldfit knee cap,Boldfit,['knee cap'],
floor cleaner brush,,[],cleaner brush
disinfectant floor cleaner,,[],floor cleaner
prime energy drink,Prime Hydration,[],energy drink
thread and needle,,[],
everest black pepper,Everest,['black'],pepper
boat neck band,boat,['neck'],band
usb to lightning cable,,[],cable
gold drop 5l,Gold Drop,['5l'],
zepto new year gift,,[],gift
rin front load,Rin,[],front load
india gate 5 kg,India Gate,['5 kg'],
value toor dal,Grocery Toor Dal,['value'],toor dal
whisky blending water,,[],water
butter paper roll,Butter Story,[],paper roll
all in one haldiram,Haldiram's,['all in one'],
mamaearth cold cream,Mamaearth,['cold cream'],
yoga bar granola,Yoga Bar,[],granola
hara chana saag,Harappa,"['hara', 'chana', 'saag']",
water heater road,,[],water heater
safe harvest atta,Safe Harvest,[],atta
max protien bar,Max Protein,[],bar
face wash for man,The Natural Wash,['for man'],face wash
nail polish wipes,Clean & Dry,[],nail polish wipes
haldiram's bhujia 1 kg,Haldiram's,['1 kg'],bhujia
mamaearth hair conditioner,Mamaearth,[],hair conditioner
earrings for men,,['for men'],earrings
chocolate protein powder,The Belgian Chocolate,['chocolate'],protein powder
baby play mat,,[],play mat
crisp and shine,Ujala,"['crisp', 'shine']",
glucon d glucose,Glucon D,['glucose'],
heinz tomato ketchup,Heinz,[],tomato ketchup
matka ice cream,Mercelys Ice Cream,[],ice cream
lemon grass tea,Honest Tea,['lemon grass'],tea
green peas dry,,"['green', 'dry']",peas
gift teddy bear,Teddyy,[],teddy bear
makke ka ata,Sona Sikka,['makke ka ata'],
mesh dust bin,,['mesh'],dust bin
sports shoes for men,Nike,['for men'],sports shoes
gehun ka aata,Sharmaji Ka Aata,['gehun'],aata
loose green tea,Honest Tea,"['loose', 'green']",tea
inner for men,,['for men'],inner
dring girls gone wild,Dring,[],
ready to eat paneer,Pantop,['ready to eat'],paneer
c to lightning cable,Apple,['c to lightning'],cable
weight loss tablet,,['weight loss'],tablet
daily good kaju,Daily Good,[],kaju
mobile cooling fan,FanCode,[],cooling fan
spigen iphone case,Spigen,[],iphone case
choclate peanut butter,Nutter Butter-S,"['chocolate', 'peanut butter']",
tata sampann oil,Tata Sampann,[],oil
fortune oil 15l,Fortune,['15l'],oil
red & white,Red & White,"['red', 'white']",
white sause pasta,Peppy Pasta,"['white', 'sause']",pasta
mars miniatures chocolate,Mars,['miniatures'],chocolate
l'oreal nourishing conditioner,L'Oreal,['nourishing'],conditioner
loreal hyaluronic shampoo,L'Oreal,['hyaluronic'],shampoo
charging cable type c,,['type c'],charging cable
good day butter,Britannia,[],butter
musk melon seeds,Bombay Seeds,"['musk', 'melon', 'seeds']",seeds
tea powder taj,Taj Mahal,['tea powder'],
loreal hair colour dark brown,L'Oreal,['dark brown'],hair colour
haldiram's chili lachha,Haldiram's,['chili'],lachha
budweiser energy drink,Budweiser,[],energy drink
ice cream american nuts,Delight Nuts,"['american', 'nuts']",ice cream
friendship greeting card,,[],greeting card
men casual belt,Beltas,"['men', 'casual']",belt
ice cream venila,Mercelys Ice Cream,['venila'],ice cream
polo t shirt,U.S. Polo Assn.,[],t shirt
thums up 1l,Thums Up,['1l'],
surf excel shop,Surf Excel,[],shop
oil 5 lit,LIT,['5 lit'],oil
oil for pooja,Pooja Beverages,['for pooja'],oil
foxtale body lotion,Foxtale,[],body lotion
charmis cold cream,Charmis,[],cold cream
hair band men,Hair,['men'],hair band
hair mask loreal,L'Oreal,[],hair mask
toor dal 1 kg,Grocery Toor Dal,['1 kg'],toor dal
jojoba oil cream,Vimal Oil,"['jojoba', 'oil']",cream
himalaya baby body wash,Himalaya,[],body wash
every day milk powder,Milk Shake,['every day'],milk powder
white socks for kids,Socksoho,"['white', 'for kids']",socks
farmley sunflower seeds,Farmley,[],sunflower seeds
bikano besan laddu,Bikano,['besan'],laddu
crompton night buddy,Crompton,[],night buddy
luggage cover carnival,Carnival,[],luggage cover
tata tea 100gm,Tata Tea Premium,['100gm'],tea
lays dark green,Lay's,"['dark', 'green']",
