"query","brand","attributes","product_type"
"himalaya baby care","himalaya","[]","baby care"
"bike chain spray",,"[]","chain spray"
"black eyed pea","eye","['black']","eyed pea"
"ice cream cone chocolate","ice","['chocolate']","ice cream cone"
"mustard oil dalda","dalda","['mustard']","oil"
"orange sweet potato","ora","['orange']","sweet potato"
"baby bottle brush","bru","[]","bottle brush"
"big teddy bear",,"['big']","teddy bear"
"suthol antiseptic liquid","ant","['antiseptic']","liquid"
"earphone c type","one","['c type']","earphone"
"stayfree pads regular","stayfree","['regular']","pads"
"jockey girls' innerwear","jockey","[""girls'""]","innerwear"
"aachi idli podi","aachi","[]","idli podi"
"sugar free peanut butter","sugar","['sugar free']","peanut butter"
"venkys chicken kheema","hic","['chicken', 'kheema']",
"alphonso mango juice","ice","['alphonso']","mango juice"
"desi farms curd","desi farms","[]","curd"
"visible white purple","hit","['visible', 'white', 'purple']",
"veerabhadra curd chillies","era","['curd', 'chillies']",
"daily good elachi","daily","['elachi']",
"peach milk moisturizer","rize","['peach', 'milk', 'moisturizer']",
"micellar cleansing water","ice","[]","cleansing water"
"act ii butter","act ii","['butter']",
"wishcare rose water",,"['rose water']",
"organic puffed rice","ice","['organic']","puffed rice"
"jac body oil",,"[]","body oil"
"clear mineral water","clear","[]","mineral water"
"paan raas flavour",,"['paan raas', 'flavour']",
"dry fruit cake","fru","['dry', 'fruit']","cake"
"lip balm for kids",,"['for kids']","lip balm"
"fena detergent powder","fena","[]","detergent powder"
"aux to type c",,"[]","aux to type c"
"thums up chilled","thums up","['chilled']",
"sarso hair oil","air","[]","hair oil"
"lotus herbals face wash","ace","[]","face wash"
"vijaya deepam oil","deepam","[]","oil"
"whole chicken leg","hic","['whole', 'chicken', 'leg']","chicken"
"american nuts icecream","ice","['american']","icecream"
"fortune ka tel","fortune","[]","tel"
"cotton track pant","ant","['cotton']","track pant"
"pain relief cream",,"['pain relief']","cream"
"cold coffee powder",,"['cold']","coffee powder"
"sugar free red bull","red","['sugar free', 'red']",
"cashew nuts 500g",,"['500g']","cashew nuts"
"daily good till","daily","[]",
"9 volt battery",,"['9 volt']","battery"
"suhana garam masala","ara","[]","garam masala"
"boroplus face gel","ace","['face gel']",
"cow desi ghee",,"['cow', 'desi']","ghee"
"sanfe mehndi stencil","sanfe","['mehndi', 'stencil']",
"full sleeve thermal","full","['full sleeve']","thermal"
"surf excel 10","surf excel","['10']",
"plastic broom stick","bro","['plastic']","broom stick"
"india gate 1kg","india gate","['1kg']",
"bags for kids",,"['for kids']","bags"
"me o cat food",,"[]","cat food"
"bata casual shoes","bata","[]","casual shoes"
"tata black tea","tata","['black']","tea"
"dry hair shampoo","air","['dry']","shampoo"
"godrej hair dye","air","[]","hair dye"
"new born baby gift","new","['new born', 'baby', 'gift']",
"kiro lip oil","kiro","[]","lip oil"
"iphone 16 phone","one","[]","phone"
"pond's sun care","pond's","['sun care']",
"fortune kala chana","fortune","['kala chana']",
"lip balm spf",,"['spf']","lip balm"
"makeup brush cleaner","bru","[]","cleaner"
"jimmy's cocktails mojito","cock","['mojito']","cocktails"
"listerine cool mint","listerine","['cool', 'mint']",
"everyuth facial peel","ever","['facial peel']",
"lotus face cream","ace","['face cream']",
"ruchi palmolein oil","almo","['palmolein']","oil"
"cup noodles nissin",,"[]","cup noodles"
"dog adult food",,"['adult']","food"
"no show socks",,"[]","socks"
"bags for girls",,"['for girls']","bags"
"harry potter kinder jiy","kinder","['harry potter']",
"red hair color","air","['red']","hair color"
"daiper m size",,"['m size']","daiper"
"ace blend coffee","ace","[]","coffee"
"sunsilk black shine","k shine","['black', 'shine']",
"angur tuver dal","angur","[]","tuver dal"
"center fresh candy","center fresh","[]","candy"
"scotch brite gloves","brite","[]","gloves"
"pet hair brush","air","[]","brush"
"wonderchef nutri blend","nutri","['nutri blend']",
"kinder joy harry pitter","joy","[]",
"stainless steel pakkad-27cm",,"['stainless steel', '27cm']","pakkad"
"slurrp pancake mix","pan","[]","pancake mix"
"sarso oil pansari","pan","[]","oil"
"basmati rice dawat","ice","[]","rice"
"kaju badam mix",,"['kaju', 'badam']","mix"
"nycil body powder","nycil","[]","body powder"
"organic tattva peanuts","nic","[]","peanuts"
"thaayar idli batter","thaayar","[]","idli batter"
"fast card game",,"[]","card game"
"school bag for girls",,"['for girls']","school bag"
"bombay shaving company deo","avi","[]","deo"
"salted puffed rice","ice","['salted']","puffed rice"
"notebook 100 pages",,"['100 pages']","notebook"
"5 kilo chini",,"['5 kilo']","chini"
"crompton room heater","crompton","[]","room heater"
"mdh dhania powder","mdh","[]","dhania powder"
"badam flavoured milk","red","['badam flavoured']","milk"
"freedom mustard oil","dom","[]","mustard oil"
"clothes drying stand","lot","[]","drying stand"
"dew fresh phenyl","dew fresh","[]","phenyl"
"pansari rice flour","flo","[]","rice flour"
"fair & lovely winter","air","['winter']","fair & lovely"
"whole grain oats",,"['whole grain']","oats"
"tulips wet wipes","tulips","[]","wet wipes"
"amul butter 200","amul","['200']","butter"
"shampoo for kids",,"['for kids']","shampoo"
"real mix fruit","fru","['mix', 'fruit']",
"pepsi soft drink","i soft","[]","soft drink"
"thakur prasad calendar","cal","[]","calendar"
"16 amp plug",,"['16 amp']","plug"
"dish washer liquid","liquid","[]","dish washer liquid"
"gloves for bike",,"['for bike']","gloves"
"dabur castor oil","dabur","[]","castor oil"
"garnier hair dye","air","[]","hair dye"
"men's body perfume",,"[""men's""]","body perfume"
"spinz bb powder","pin","[]","bb powder"
"angur toor dal","angur","['angur']","toor dal"
"god father perfume",,"[]","perfume"
"cetaphil moisturizing lotion","cetaphil","['moisturizing']","lotion"
"ghee milky mist","milky mist","[]","ghee"
"himalaya hair conditioner","air","[]","hair conditioner"
"soyabean refined oil","fine","['soyabean', 'refined']","oil"
"india gate basmati rice 1kg","ice","['1kg']","basmati rice"
"kids fishing game","ishin","['kids']","fishing game"
"slipper for men",,"['for men']","slipper"
"tata sampann turmeric","pan","[]","turmeric"
"low fat yogurt",,"['low fat']","yogurt"
"butter milk amul","amul","[]","butter milk"
"ortho vedic oil",,"['ortho', 'vedic']","oil"
"chupa chups jelly","chupa chups","[]","jelly"
"yu instant noodles","ant","[]","instant noodles"
"tur dal 1kg",,"['1kg']","dal"
"the derma co face wash","ace","[]","face wash"
"ready to drink coffee","rin","['ready to drink']","coffee"
"all in one coffee","one","['all in one']","coffee"
"lip balm sugar","sugar","[]","lip balm"
"mustard oil half litre","lit","['mustard', 'half litre']","oil"
"hair curling iron","air","[]","curling iron"
"swiss beauty eyebrow","bro","[]","eyebrow"
"morphy richards trimmer","morphy richards","[]","trimmer"
"roll on for men",,"['for men']","roll on"
"buds & berries","buds & berries","[]",
"bru coffee sachet","bru","[]","coffee sachet"
"complan kesar badam","com","['kesar', 'badam']",
"harry potter kinder joy.","joy","[]",
"mdh rajma masala","asal","['rajma masala']",
"baby doll dress",,"[]","dress"
"green gram dal",,"['green', 'gram']","dal"
"insight cosmetics eyeliner","eye","[]","eyeliner"
"lotus face scrub","ace","['face scrub']",
"instax mini 12","insta","[]","instax mini"
"twinings earl grey","twinings","['earl grey']",
"aabad cow ghee","aabad","[]","ghee"
"stainless steel mortar",,"['stainless steel']","mortar"
"portronics selfie stick","nic","[]","selfie stick"
"electric hot water bottle","ect","[]","hot water bottle"
"real mixed fruit juice","fru","['mixed fruit']","juice"
"garnier night cream","garnier","['night cream']",
"double a battery",,"[]","battery"
"henna for hair","air","['for hair']","henna"
"butterscotch ice cream tub","ice","['butterscotch']","ice cream tub"
"amul milk 1l","amul","['1l']","milk"
"little diaper l size","lit","['l size']","diaper"
"orion snack rings","orion","[]","snack rings"
"pad thai noodles",,"['pad thai']","noodles"
"id onion paratha","ara","[]","paratha"
"unpolished green moong","moon","['unpolished', 'green']","moong"
"zouk laptop bag",,"[]","laptop bag"
"zepto cafe bread",,"[]","bread"
"fabric conditioner pouch","one","['fabric', 'pouch']","conditioner"
"potato popped chips",,"['potato']","popped chips"
"induction base cooker",,"['induction base']","cooker"
"bella vita honey","bell","['honey']",
"cortina door curtain","cor","[]","door curtain"
"gratitude journal kit",,"[]","journal kit"
"spin mop refill","pin","[]","mop refill"
"milky mist greek","milky mist","['greek']",
"himalaya body butter","himalaya","[]","body butter"
"sarso oil 5l",,"['5l']","oil"
"cold coffee nescafe","nescafe","[]","coffee"
"plum body butter","plum","[]","body butter"
"atogla baby lotion","atogla","[]","baby lotion"
"go desi paan","go desi","[]","paan"
"roasted almond ice cream","almo","['roasted', 'almond']","ice cream"
"fruits fresh orange","fresh","['fresh', 'orange']","fruits"
"baby diaper nb",,"['baby', 'nb']","diaper"
"makhana peri peri",,"['peri peri']","makhana"
"garnier cleansing water","garnier","[]","cleansing water"
"brown paper bag","bro","['brown']","paper bag"
"hot air blower","air","[]","blower"
"milky mist shrikhand","milky mist","[]","shrikhand"
"kera coconut oil","cocon","[]","coconut oil"
"aptamil stage 3","aptamil","['stage 3']",
"sea salt nachos","salt","['sea salt']","nachos"
"classmate ball pen","classmate","[]","ball pen"
"slimjim rolling paper","slimjim","[]","rolling paper"
"surf excel liquid 1l","liquid","['1l']","liquid"
"sunflower oil 15kg","flo","['15kg']","sunflower oil"
"stainless steel tiffin",,"['stainless steel']","tiffin"
"durex bubblegum condoms","dom","['bubblegum']","condoms"
"acepack trolley bag","ace","[]","trolley bag"
"bingo korean chips",,"['korean']","chips"
"tata tea powder","tata","[]","tea powder"
"balaji chaat chaska","balaji","[]","chaat"
"chocolate  box",,"['chocolate']","box"
"pond's face scrub","ace","['face scrub']",
"charmis hand cream","charmis","[]","hand cream"
"detergent powder wheel","gen","[]","detergent powder"
"funskool rubik's cube","funskool","[]","rubik's cube"
"men's formal shirt",,"[""men's""]","formal shirt"
"strawberry face wash","ace","['strawberry']","face wash"
"cookies gift pack","pac","['gift pack']","cookies"
"cheese cubes amul","amul","[]","cheese cubes"
"sanfe body wash","sanfe","[]","body wash"
"dew fresh bathroom cleaner","dew fresh","[]","bathroom cleaner"
"cookie cutter set",,"[]","cookie cutter set"
"coconut oil parachute","ara","[]","oil"
"britania fudge it",,"[]","fudge"
"school bag for kids",,"['for kids']","school bag"
"desi ghee cow",,"['desi', 'cow']","ghee"
"kabuli chana big",,"['big']","kabuli chana"
"microsdxc memory card","micro","[]","memory card"
"hair color loreal","air","[]","hair color"
"the body shop shampoo","the body shop","[]","shampoo"
"himalaya diaper rash cream","himalaya","[]","diaper rash cream"
"pain killer spray","killer","[]","spray"
"pants for women","ant","['for women']","pants"
"garnier face care","ace","['face care']",
"amul butter cube","amul","[]","butter cube"
"plix face serum","ace","['face']","serum"
"zip lock pouch","loc","[]","pouch"
"birthday gift for kids",,"['birthday gift', 'for kids']",
"monaco cheeslings classic","classic","['classic']","cheeslings"
"pocket perfume women","omen","['women']","pocket perfume"
"s23 ultra cover","ultra","['s23', 'ultra', 'cover']",
"apsara dark pencil","apsara","['dark']","pencil"
"lal mirch kuti",,"['lal mirch', 'kuti']",
"tic tac clips","tic tac","[]","clips"
"parle 20 20","parle","['20', '20']",
"red velvet chocolate","red","['red', 'velvet', 'chocolate']",
"electric egg boiler","ect","[]","egg boiler"
"biscuit happy happy","appy","[]","biscuit"
"adjustable straps bra","just","['adjustable straps']","bra"
"nail polish white","hit","['white']","nail polish"
"richie gold oil","gold","['richie', 'gold']","oil"
"nature good eggs","good eggs","[]","eggs"
"mom dry fruits mix","fru","['dry fruits', 'mix']",
"oreo silk chocolate","oreo","['oreo', 'silk', 'chocolate']",
"jaap mala bag",,"[]","mala bag"
"santoor hand wash","ant","[]","hand wash"
"mutton biryani masala","asal","['mutton', 'biryani', 'masala']",
"agaro air fryer","agaro","[]","air fryer"
"masoor ki dal",,"[]","dal"
"wow skin science conditioner","one","[]","conditioner"
"india gate basmati rice super","ice","['super']","basmati rice"
"sparx boys shoes","parx","['boys']","shoes"
"sarson ka oil",,"['sarson']","oil"
"let's try chips","let's try","[]","chips"
"chuk de ajinomoto","chuk","[]",
"kiss me chocolate",,"['kiss me', 'chocolate']",
"doms ball pen","dom","[]","ball pen"
"c to c charger","arg","[]","charger"
"re'equil face sunscreen","ace","[]","face sunscreen"
"flite men's slippers","flite","[""men's""]","slippers"
"ice cream matka","ice","['ice cream']","matka"
"heavy duty gloves",,"['heavy duty']","gloves"
"tirupati soyabean oil","tirupati","['tirupati']","soyabean oil"
"wallet belt combo","com","[]","combo"
"silicon body scrubber","icon","['silicon']","body scrubber"
"jaya white eggs","hit","['white']","eggs"
"love beauty and planet conditioner","lan","[]","conditioner"
"peanut butter sugar free","sugar","['sugar free']","peanut butter"
"new born dress","new","['new born']","dress"
"swiss beauty lip","swiss beauty","[]","lip"
"coolberg peach beer","coolberg","['peach']","beer"
"tata tea premium 1kg","premium","['1kg']","tea"
"use and throw pen",,"['use and throw']","pen"
"floor cleaner liquid","flo","[]","cleaner liquid"
"dead skin remover","rem","['dead skin', 'remover']",
"zero sugar pepsi","pepsi","['zero sugar']",
"type c wired earphone","one","['type c', 'wired']","earphone"
"zepto cafe mousse",,"[]","mousse"
"mama earth face cream","ace","[]","face cream"
"badam milk mix",,"['badam', 'milk', 'mix']",
"sanitary pad nine","nine","[]","sanitary pad"
"mosquito repellent machine","elle","[]","mosquito repellent machine"
"bombay shaving foam","avi","[]","shaving foam"
"boldfit knee cap","boldfit","['knee cap']",
"floor cleaner brush","bru","[]","cleaner brush"
"disinfectant floor cleaner","ant","[]","floor cleaner"
"prime energy drink","prime","[]","energy drink"
"thread and needle",,"[]",
"everest black pepper","ever","['black']","pepper"
"boat neck band",,"['neck']","band"
"usb to lightning cable",,"[]","cable"
"gold drop 5l","gold","['5l']",
"zepto new year gift","new","[]","gift"
"rin front load","rin","[]","front load"
"india gate 5 kg","india gate","['5 kg']",
"value toor dal","value","['value']","toor dal"
"whisky blending water",,"[]","water"
"butter paper roll",,"[]","paper roll"
"all in one haldiram","hald","['all in one']",
"mamaearth cold cream","arth","['cold cream']",
"yoga bar granola","ano","[]","granola"
"hara chana saag","ara","['hara', 'chana', 'saag']",
"water heater road",,"[]","water heater"
"safe harvest atta","saf","[]","atta"
"max protien bar","pro","[]","bar"
"face wash for man","ace","['for man']","face wash"
"nail polish wipes",,"[]","nail polish wipes"
"haldiram's bhujia 1 kg","hald","['1 kg']","bhujia"
"mamaearth hair conditioner","air","[]","hair conditioner"
"earrings for men","rin","['for men']","earrings"
"chocolate protein powder","pro","['chocolate']","protein powder"
"baby play mat","play","[]","play mat"
"crisp and shine",,"['crisp', 'shine']",
"glucon d glucose","glucon d","['glucose']",
"heinz tomato ketchup","heinz","[]","tomato ketchup"
